key,category,zh-CN,note
tutorial.topic.ui.section.0.item.1,教程,“意见”可以反馈问题和想法；“史书”能看最近版本变更。,
tutorial.topic.ui.section.0.item.2,教程,行动面板支持给按钮绑快捷键，常用技能可以直接一键触发。,
tutorial.topic.ui.section.0.title,教程,常用辅助,
tutorial.topic.ui.section.1.item.0,教程,QQ 按钮方便进群交流，GitHub 按钮方便看项目主页。,
tutorial.topic.ui.section.1.item.1,教程,现在这个“简易教程”按钮就是给新手和回坑玩家用的，忘了怎么操作随时回来查。,
tutorial.topic.ui.section.1.title,教程,外部入口,
tutorial.topic.ui.summary,教程,除了战斗和成长，界面本身也有一套很好用的辅助功能。会用这些按钮，日常操作会顺很多。,
tutorial.topic.ui.tip.0,教程,如果你用手机玩，优先把常看的内容切到更顺手的面板页签。,
heaven-gate.static.core-subtitle,静态HTML-开天门,五行未定，先启天门。若不满意，后续可消耗经验逆天改命。,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.cursor-text,静态HTML-开天门,斩,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.detail-modal-hint-hint,静态HTML-开天门,点击连线可斩 / 补灵根，点击中间丹田可开天门或入天门。,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.detail-modal-title-heaven-gate,静态HTML-开天门,开天门,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.earth,静态HTML-开天门,土,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.earth.aria-label,静态HTML-开天门,斩土灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.fire,静态HTML-开天门,火,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.fire.aria-label,静态HTML-开天门,斩火灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate-stat-name-earth-root,静态HTML-开天门,土灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate-stat-name-fire-root,静态HTML-开天门,火灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate-stat-name-metal-root,静态HTML-开天门,金灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate-stat-name-water-root,静态HTML-开天门,水灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate-stat-name-wood-root,静态HTML-开天门,木灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate-summary-label-available-exp,静态HTML-开天门,当前可用经验,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate-summary-label-current-total,静态HTML-开天门,当前总值,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate-summary-label-reroll-cost,静态HTML-开天门,逆天改命消耗,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate-summary-label-sever-cost,静态HTML-开天门,斩 / 补消耗,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.heaven-gate.title,静态HTML-开天门,开天门,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.judgement-desc,静态HTML-开天门,开天门后会根据当前保留灵根的数量、强弱、均衡程度，给出对应的资质称谓与描述。,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.judgement-meta,静态HTML-开天门,未开天门前不生成判语。,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.judgement-name,静态HTML-开天门,灵根未定,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.meta-metal,静态HTML-开天门,待定,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.metal,静态HTML-开天门,金,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.metal.aria-label,静态HTML-开天门,斩金灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.panel-section-title-five-elements-result,静态HTML-开天门,五行结果,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.panel-section-title-operation-note-title,静态HTML-开天门,当前操作说明,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.popup-cancel,静态HTML-开天门,取消,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.popup-confirm,静态HTML-开天门,确认,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.popup-subtitle,静态HTML-开天门,请确认当前操作。,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.popup-title,静态HTML-开天门,确认操作,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.reroll,静态HTML-开天门,逆天改命,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.reset-demo,静态HTML-开天门,重置,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.result-hint,静态HTML-开天门,当前还未开天门。保留灵根会以 1 作为占位，已斩灵根为 0。,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.strip-note,静态HTML-开天门,点击任意连线可斩或补灵根。已出结果后若再斩 / 补，当前结果会失效并退回重新开门。,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.subtitle,静态HTML-开天门,叩仙门 · 已斩 0/4 · 保留 5 条灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.total,静态HTML-开天门,未定,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.total-badge,静态HTML-开天门,总值 未定,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.water,静态HTML-开天门,水,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.water.aria-label,静态HTML-开天门,斩水灵根,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.wood,静态HTML-开天门,木,静态 HTML：packages/client/heaven-gate.html
heaven-gate.static.wood.aria-label,静态HTML-开天门,斩木灵根,静态 HTML：packages/client/heaven-gate.html
shell.account,静态HTML-主界面,账号,静态 HTML：packages/client/index.html
shell.account-name.placeholder,静态HTML-主界面,输入登录账号,静态 HTML：packages/client/index.html
shell.action-bar,静态HTML-主界面,行动栏,静态 HTML：packages/client/index.html
shell.action-subtitle,静态HTML-主界面,常驻操作与技能切换,静态 HTML：packages/client/index.html
shell.attr-overview,静态HTML-主界面,属性总览,静态 HTML：packages/client/index.html
shell.bag-scroll,静态HTML-主界面,行囊录,静态 HTML：packages/client/index.html
shell.bag-subtitle,静态HTML-主界面,背包、装备、功法、炼体与任务,静态 HTML：packages/client/index.html
shell.body-training,静态HTML-主界面,炼体,静态 HTML：packages/client/index.html
shell.breakthrough,静态HTML-主界面,突破,静态 HTML：packages/client/index.html
shell.chat-combat,静态HTML-主界面,战斗,静态 HTML：packages/client/index.html
shell.chat-grudge,静态HTML-主界面,情仇,静态 HTML：packages/client/index.html
shell.chat-input.placeholder,静态HTML-主界面,输入聊天内容，回车发送,静态 HTML：packages/client/index.html
shell.chat-nearby,静态HTML-主界面,附近,静态 HTML：packages/client/index.html
shell.chat-sect,静态HTML-主界面,宗门,静态 HTML：packages/client/index.html
shell.chat-system,静态HTML-主界面,系统,静态 HTML：packages/client/index.html
shell.chat-world,静态HTML-主界面,世界,静态 HTML：packages/client/index.html
shell.cultivate,静态HTML-主界面,修为 (0/0),静态 HTML：packages/client/index.html
shell.cultivation-scroll,静态HTML-主界面,修行卷,静态 HTML：packages/client/index.html
shell.daojie-yusheng.title,静态HTML-主界面,道劫余生,静态 HTML：packages/client/index.html
shell.debug-reset-spawn,静态HTML-主界面,回出生点,静态 HTML：packages/client/index.html
shell.debug-title-debug,静态HTML-主界面,Debug,静态 HTML：packages/client/index.html
shell.debug.reset-desc,静态HTML-主界面,角色丢失或跑出视野时，可直接送回云来镇出生点。,静态 HTML：packages/client/index.html
shell.detail-modal-hint,静态HTML-主界面,点击空白处关闭,静态 HTML：packages/client/index.html
shell.detail-modal-title,静态HTML-主界面,详情,静态 HTML：packages/client/index.html
shell.display-name,静态HTML-主界面,显示名,静态 HTML：packages/client/index.html
shell.display-name-status,静态HTML-主界面,注册时必填,静态 HTML：packages/client/index.html
shell.display-name.placeholder,静态HTML-主界面,注册时必填，仅 1 个字,静态 HTML：packages/client/index.html
shell.equipment,静态HTML-主界面,装备,静态 HTML：packages/client/index.html
shell.hud-corner-btn-ifdian.aria-label,静态HTML-主界面,爱发电,静态 HTML：packages/client/index.html
shell.hud-corner-btn-ifdian.title,静态HTML-主界面,爱发电,静态 HTML：packages/client/index.html
shell.hud-label-age,静态HTML-主界面,岁,静态 HTML：packages/client/index.html
shell.hud-label-lifespan,静态HTML-主界面,寿,静态 HTML：packages/client/index.html
shell.hud-label-map,静态HTML-主界面,地图,静态 HTML：packages/client/index.html
shell.hud-label-position,静态HTML-主界面,位置,静态 HTML：packages/client/index.html
shell.hud-link-btn-text-ifdian,静态HTML-主界面,爱发电,静态 HTML：packages/client/index.html
shell.hud-link-btn-text-simple-tutorial,静态HTML-主界面,简易教程,静态 HTML：packages/client/index.html
shell.hud-realm-label-realm,静态HTML-主界面,境界,静态 HTML：packages/client/index.html
shell.hud-resource-label-hp,静态HTML-主界面,生命值,静态 HTML：packages/client/index.html
shell.hud-resource-label-qi,静态HTML-主界面,灵力,静态 HTML：packages/client/index.html
shell.intel,静态HTML-主界面,情报,静态 HTML：packages/client/index.html
shell.inventory,静态HTML-主界面,背包,静态 HTML：packages/client/index.html
shell.join-qq-group.aria-label,静态HTML-主界面,加入QQ群,静态 HTML：packages/client/index.html
shell.join-qq-group.title.attr,静态HTML-主界面,加入QQ群,静态 HTML：packages/client/index.html
shell.layout-toggle-bottom.aria-label,静态HTML-主界面,收起下方面板,静态 HTML：packages/client/index.html
shell.layout-toggle-bottom.title,静态HTML-主界面,收起下方面板,静态 HTML：packages/client/index.html
shell.layout-toggle-left,静态HTML-主界面,&lt;,静态 HTML：packages/client/index.html
shell.layout-toggle-left.aria-label,静态HTML-主界面,收起左侧区域,静态 HTML：packages/client/index.html
shell.layout-toggle-left.title,静态HTML-主界面,收起左侧区域,静态 HTML：packages/client/index.html
shell.layout-toggle-right,静态HTML-主界面,&gt;,静态 HTML：packages/client/index.html
shell.layout-toggle-right.aria-label,静态HTML-主界面,收起右侧区域,静态 HTML：packages/client/index.html
shell.layout-toggle-right.title,静态HTML-主界面,收起右侧区域,静态 HTML：packages/client/index.html
shell.logbook,静态HTML-主界面,见闻录,静态 HTML：packages/client/index.html
shell.login-logo-daojie-yusheng.alt,静态HTML-主界面,道劫余生,静态 HTML：packages/client/index.html
shell.login-name-label,静态HTML-主界面,账号 / 角色名,静态 HTML：packages/client/index.html
shell.login-name.placeholder,静态HTML-主界面,输入账号或角色名,静态 HTML：packages/client/index.html
shell.login-stamp-stamp-enter,静态HTML-主界面,入,静态 HTML：packages/client/index.html
shell.login.mode-tabs.aria-label,静态HTML-主界面,登录模式切换,静态 HTML：packages/client/index.html
shell.logout,静态HTML-主界面,登出,静态 HTML：packages/client/index.html
shell.map-current-time-phase,静态HTML-主界面,未明,静态 HTML：packages/client/index.html
shell.map-fps-metric-label-1-low,静态HTML-主界面,1% LOW,静态 HTML：packages/client/index.html
shell.map-fps-metric-label-fps,静态HTML-主界面,FPS,静态 HTML：packages/client/index.html
shell.map-fps-metric-label-low,静态HTML-主界面,LOW,静态 HTML：packages/client/index.html
shell.map-fps-rate.title,静态HTML-主界面,客户端当前渲染帧率,静态 HTML：packages/client/index.html
shell.map-intel,静态HTML-主界面,地图信息,静态 HTML：packages/client/index.html
shell.map-minimap-delete-all-memory,静态HTML-主界面,删除全部,静态 HTML：packages/client/index.html
